address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,parking,heating,basement,attic,green_bldg,age_in_years, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
Taylor St,North Versailles,PA,15137,"$67,000.00 ","1,218",2,1,1938,0,1,1,1,0,79,$55.01 ,3.2,Auction,$50k-$100k,cluster5,Five
1003 Anna Ave,West Mifflin,PA,15122,"$67,000.00 ","1,160",2,2,1931,0,0,1,0,0,86,$57.76 ,4.8,Foreclosure,$50k-$100k,cluster3,One
2105 Vermont Ave,West Mifflin,PA,15122,"$67,000.00 ","1,017",2,2,2003,0,0,1,0,0,14,$65.88 ,1.9,Foreclosure,$50k-$100k,cluster3,One
N Homewood Ave,Pittsburgh,PA,15208,"$67,000.00 ","1,336",3,2,2002,1,0,0,1,0,15,$50.15 ,2.8,Auction,$50k-$100k,cluster5,Five
73 Pasadena St,Pittsburgh,PA,15211,"$67,000.00 ",,4,1,1930,0,0,1,0,0,87,,4.1,House,$50k-$100k,cluster3,One
Manor Ave,Pittsburgh,PA,15218,"$67,000.00 ","1,485",4,1,1908,1,1,0,1,1,109,$45.12 ,1.8,Auction,$50k-$100k,cluster5,Five
1022 Franklin Ave,Pittsburgh,PA,15221,"$67,000.00 ","2,016",2,2,1913,0,0,1,1,0,104,$33.23 ,3.6,Foreclosure,$50k-$100k,cluster4,Two
2130 Village Dr,Pittsburgh,PA,15221,"$67,000.00 ","1,624",3,2,2014,0,0,1,1,0,3,$41.26 ,3.9,Foreclosure,$50k-$100k,cluster4,Two
34 Belplain St,Pittsburgh,PA,15227,"$67,000.00 ","1,779",4,1,1936,1,0,1,1,0,81,$37.66 ,3.8,Foreclosure,$50k-$100k,cluster4,Two
12105 Joan Dr,Pittsburgh,PA,15235,"$67,000.00 ",,3,1,1970,0,0,0,1,0,47,,4.3,House,$50k-$100k,cluster1,Three
Crestview Rd,Pittsburgh,PA,15235,"$67,000.00 ","1,292",3,1,2011,1,1,0,1,1,6,$51.86 ,3.5,Auction,$50k-$100k,cluster5,Five
148 State St,Wilmerding,PA,15148,"$66,999.00 ","2,000",0,,2006,0,1,1,1,0,11,$33.50 ,4.8,Condo,$50k-$100k,cluster1,Three
0 Island Ave,Stowe Twp,PA,15136,"$66,970.00 ",,,,1946,0,1,0,0,1,71,,2.9,Lot/Land,$50k-$100k,cluster2,Four
3512 Orchard St,Mckeesport,PA,15132,"$66,900.00 ",,2,2,1916,1,1,1,0,1,101,,4.7,House,$50k-$100k,cluster2,Four
3005 Maryland Ave,North Versailles,PA,15137,"$66,700.00 ",,3,1,1909,1,1,1,0,0,108,,4.3,House,$50k-$100k,cluster2,Four
Center St,East Pittsburgh,PA,15112,"$66,000.00 ","2,172",4,2,1912,0,0,0,0,1,105,$30.39 ,3.5,Auction,$50k-$100k,cluster5,Five
6223 Pleasant St # A,South Park,PA,15129,"$66,000.00 ",950,3,1,1924,0,0,0,0,1,93,$69.47 ,4.6,Foreclosure,$50k-$100k,cluster3,One
Central Ave,North Versailles,PA,15137,"$66,000.00 ","1,350",3,1,1905,1,1,0,1,0,112,$48.89 ,2.7,Auction,$50k-$100k,cluster5,Five
Center St,Turtle Creek,PA,15145,"$66,000.00 ","1,650",3,2,1959,0,1,0,1,0,58,$40.00 ,1.7,Auction,$50k-$100k,cluster1,Three
3733 Perrysville Ave,Pittsburgh,PA,15214,"$66,000.00 ","1,488",3,1,2007,1,0,0,1,1,10,$44.35 ,3.9,Foreclosure,$50k-$100k,cluster6,Three
1400 Smokey Wood Dr # G-311,Pittsburgh,PA,15218,"$66,000.00 ","1,020",2,2,1922,0,0,1,0,0,95,$64.71 ,4.6,Foreclosure,$50k-$100k,cluster3,One
2922 Glendale Ave,Pittsburgh,PA,15227,"$66,000.00 ",900,3,1,1922,0,1,0,0,1,95,$73.33 ,4,Auction,$50k-$100k,cluster2,Three
Marilynn Rd,Pittsburgh,PA,15235,"$66,000.00 ",992,2,1,1900,0,1,1,1,1,117,$66.53 ,3.2,Auction,$50k-$100k,cluster5,Five
Crab Hollow Rd,Pittsburgh,PA,15235,"$66,000.00 ","1,100",3,1,1986,1,1,0,0,1,31,$60.00 ,4.1,Auction,$50k-$100k,cluster5,Five
Hill St,Pittsburgh,PA,15235,"$66,000.00 ","1,248",3,1,1932,1,0,1,0,0,85,$52.88 ,3.1,Auction,$50k-$100k,cluster5,Four
900 College Park 10 # 10,Coraopolis,PA,15108,"$65,900.00 ",,2,1,1985,1,0,0,0,1,32,,4.6,Townhouse,$50k-$100k,cluster2,Three
900 College Park Dr Apt 10,Coraopolis,PA,15108,"$65,900.00 ",,2,1,1995,0,0,0,0,1,22,,2.2,Condo,$50k-$100k,cluster3,One
208 Vine St,Munhall,PA,15120,"$65,000.00 ","1,040",2,2,1921,1,0,0,0,1,96,$62.50 ,3.9,House,$50k-$100k,cluster2,Four
E 13Th Ave,Munhall,PA,15120,"$65,000.00 ","2,030",3,1,1940,0,0,0,0,0,77,$32.02 ,4.4,Auction,$50k-$100k,cluster3,One
27306 Evergreen Run,Imperial,PA,15126,"$65,000.00 ",940,2,1,2010,1,0,1,1,0,7,$69.15 ,3.8,Foreclosure,$50k-$100k,cluster4,Two
2519 Bonnie Dell Dr # 210,South Park,PA,15129,"$65,000.00 ",,,,1963,1,0,1,0,1,54,,3.7,Lot/Land,$50k-$100k,cluster6,Three
1146 California Ave,White Oak,PA,15131,"$65,000.00 ",,3,1,1965,0,0,0,1,0,52,,2.6,House,$50k-$100k,cluster1,Four
417 Bayne St,Mckeesport,PA,15132,"$65,000.00 ",,2,2,1953,1,0,0,1,1,64,,4,House,$50k-$100k,cluster6,Three
5812 Holsing St,Mckeesport,PA,15135,"$65,000.00 ",,3,1,1954,0,0,1,0,0,63,,3.2,House,$50k-$100k,cluster3,One
Smithfield St,Mckeesport,PA,15135,"$65,000.00 ","1,010",2,1,1922,0,0,1,1,1,95,$64.36 ,5,Auction,$50k-$100k,cluster5,Five
915 Broadway Ave,Mc Kees Rocks,PA,15136,"$65,000.00 ",,4,1,2005,0,1,0,0,1,12,,3.7,House,$50k-$100k,cluster2,Three
28 Kline Ave,North Versailles,PA,15137,"$65,000.00 ","1,125",2,2,2011,0,0,0,1,1,6,$57.78 ,1.6,House,$50k-$100k,cluster6,Three
Inland Ave,West Mifflin,PA,15122,"$65,000.00 ","1,728",3,1,1968,0,1,0,0,0,49,$37.62 ,3.9,Auction,$50k-$100k,cluster5,Five
705 School St,West Mifflin,PA,15122,"$65,000.00 ",,3,1,1936,1,1,0,1,1,81,,3.5,House,$50k-$100k,cluster2,Four
5659 Saltsburg Rd,Verona,PA,15147,"$65,000.00 ",,3,1,2014,1,1,1,1,0,3,,4.2,House,$50k-$100k,cluster4,Two
121 Meade Ave,Pittsburgh,PA,15202,"$65,000.00 ",,3,1,1965,0,0,1,0,1,52,,3.8,House,$50k-$100k,cluster6,Three
420 N Chestnut St Apt 502,Pittsburgh,PA,15202,"$65,000.00 ",,2,1,1957,0,1,0,0,0,60,,4.7,New Construction,$50k-$100k,cluster3,One
1612 Conway St,Pittsburgh,PA,15210,"$65,000.00 ","3,102",3,2,1941,1,1,0,0,1,76,$20.95 ,5,House,$50k-$100k,cluster2,Four
211 Jucunda St,Pittsburgh,PA,15210,"$65,000.00 ","1,934",4,2,1915,0,1,0,0,1,102,$33.61 ,3.1,House,$50k-$100k,cluster2,Three
Linnview Ave,Pittsburgh,PA,15210,"$65,000.00 ","1,600",4,2,2012,1,0,0,1,1,5,$40.63 ,2.8,Auction,$50k-$100k,cluster5,Five
527 Otillia St,Pittsburgh,PA,15210,"$65,000.00 ","1,344",3,1,1927,1,0,0,0,0,90,$48.36 ,4,House,$50k-$100k,cluster3,One
Liedertafel Way,Pittsburgh,PA,15212,"$65,000.00 ","1,092",3,2,1909,1,1,0,1,1,108,$59.52 ,3.6,Auction,$50k-$100k,cluster5,Five
244 Ophelia St,Oakland,PA,15213,"$65,000.00 ","1,742",,,1972,1,1,0,0,1,,$37.31 ,4.2,Lot/Land,$50k-$100k,cluster2,Three
1966 Federal Street Ext,Pittsburgh,PA,15214,"$65,000.00 ",,2,2,2011,1,1,0,1,0,6,,5,House,$50k-$100k,cluster1,Three
Shelton Ave,Pittsburgh,PA,15214,"$65,000.00 ","1,512",3,2,1900,1,1,0,1,0,117,$42.99 ,3.6,Auction,$50k-$100k,cluster5,Five
2314 Woodstock Ave,Pittsburgh,PA,15218,"$65,000.00 ","2,700",5,3,1990,0,1,0,0,1,27,$24.07 ,3.8,Apartment,$50k-$100k,cluster2,Four
Woodstock Place Ext,Pittsburgh,PA,15218,"$65,000.00 ","1,408",3,1,1977,0,0,0,0,0,40,$46.16 ,2.6,Auction,$50k-$100k,cluster3,One
2360 Buena Vista St,Pittsburgh,PA,15218,"$65,000.00 ",,3,1,1911,1,1,0,0,1,106,,0.8,House,$50k-$100k,cluster2,Three
1508 Fairmont St,Pittsburgh,PA,15221,"$65,000.00 ",,2,2,1983,0,1,0,1,0,34,,4.8,Condo,$50k-$100k,cluster1,Four
819 Rosemont Ave,Pittsburgh,PA,15223,"$65,000.00 ","1,488",2,1,1976,0,0,0,1,0,41,$43.68 ,2.4,House,$50k-$100k,cluster1,Three
Grand Ave,Pittsburgh,PA,15225,"$65,000.00 ",672,2,1,2001,1,0,0,0,1,16,$96.73 ,3.4,Auction,$50k-$100k,cluster5,Five
166 Quail Dr,Pittsburgh,PA,15235,"$65,000.00 ",,4,2,2000,1,0,0,1,1,17,,4.5,Auction,$50k-$100k,cluster6,Three
400 Jefferson Rd,Pittsburgh,PA,15235,"$65,000.00 ","1,204",3,2,1996,0,1,0,0,1,21,$53.99 ,3.9,Foreclosure,$50k-$100k,cluster2,Three
Race St,Pittsburgh,PA,15235,"$65,000.00 ","1,163",3,2,1937,1,0,1,0,0,80,$55.89 ,2.1,Auction,$50k-$100k,cluster5,Five
Hamilton Dr,Pittsburgh,PA,15235,"$65,000.00 ",957,2,1,1921,1,0,1,1,1,96,$67.92 ,3.7,Auction,$50k-$100k,cluster5,Five
Peebles Rd,Mccandless,PA,15237,"$64,950.00 ",,,,1917,0,1,0,1,0,,,1.4,Lot/Land,$50k-$100k,cluster1,Four
1150 Prescott St,White Oak,PA,15131,"$64,900.00 ",,2,2,1956,1,1,0,0,1,61,,4.9,House,$50k-$100k,cluster2,Four
809 Fawcett Ave,Mckeesport,PA,15132,"$64,900.00 ","1,439",3,1,1990,0,1,0,1,1,27,$45.10 ,3.4,House,$50k-$100k,cluster1,Three
2108 Grandview Ave,Mckeesport,PA,15132,"$64,900.00 ",,3,2,2012,0,1,1,1,0,5,,1.1,House,$50k-$100k,cluster1,Three
309 Sceneridge Rd,Mckeesport,PA,15133,"$64,900.00 ",,2,1,1953,1,1,1,0,0,64,,3.6,House,$50k-$100k,cluster2,Three
213 Amelia St,Mc Kees Rocks,PA,15136,"$64,900.00 ",,2,1,1917,1,0,1,1,1,100,,3.4,House,$50k-$100k,cluster6,Three
234 Greydon Ave,Mc Kees Rocks,PA,15136,"$64,900.00 ",,3,1,2004,0,1,0,1,1,13,,3.4,House,$50k-$100k,cluster1,Four
518 Woodward Ave,Mc Kees Rocks,PA,15136,"$64,900.00 ",,2,2,1966,1,0,1,0,1,51,,5,House,$50k-$100k,cluster6,Three
639 Overhill Dr,North Versailles,PA,15137,"$64,900.00 ",,4,1,1934,0,1,1,1,1,83,,3.9,House,$50k-$100k,cluster6,Three
2844 Homestead Duquesne Rd,West Mifflin,PA,15122,"$64,900.00 ",,2,2,1937,1,0,0,0,1,80,,3.2,House,$50k-$100k,cluster2,Four
731 Shaw Ave,Monroeville,PA,15146,"$64,900.00 ",,3,1,1900,0,1,0,0,0,117,,3.5,House,$50k-$100k,cluster3,One
630 Walnut St,Springdale,PA,15144,"$64,900.00 ",678,3,1,1930,1,1,0,1,1,87,$95.72 ,3.8,House,$50k-$100k,cluster2,Three
1057 Keene St,Springdale,PA,15144,"$64,900.00 ",,3,3,1998,1,0,1,1,0,19,,1.1,Apartment,$50k-$100k,cluster4,Two
6812 Shannon Rd,Verona,PA,15147,"$64,900.00 ",,2,2,1990,1,1,0,1,1,27,,5,House,$50k-$100k,cluster2,Four
334 Mckinley St,Pittsburgh,PA,15210,"$64,900.00 ","1,900",0,,1901,0,1,1,0,0,116,$34.16 ,0.5,Apartment,$50k-$100k,cluster3,One
1920 Shiras Ave,Pittsburgh,PA,15216,"$64,900.00 ",,2,1,1905,1,0,1,0,1,112,,3.4,House,$50k-$100k,cluster6,Three
7724 Lloyd Ave,Pittsburgh,PA,15218,"$64,900.00 ",,2,1,2014,0,0,0,1,1,3,,3.6,House,$50k-$100k,cluster6,Three
150 Rockwood Ave,Pittsburgh,PA,15221,"$64,900.00 ","1,074",2,2,1937,1,0,0,0,1,80,$60.43 ,3.2,House,$50k-$100k,cluster2,Four
446 Hoodridge Dr Apt 103,Pittsburgh,PA,15234,"$64,900.00 ",,1,1,1910,0,0,1,0,0,107,,2.9,Condo,$50k-$100k,cluster3,One
319 Long Rd,Pittsburgh,PA,15235,"$64,900.00 ",,2,1,1990,1,0,0,1,1,27,,5,Foreclosure,$50k-$100k,cluster6,Three
6845 Tunnelview Dr,Pittsburgh,PA,15235,"$64,900.00 ",,4,2,1996,1,1,0,1,0,21,,2.2,House,$50k-$100k,cluster1,Three
154 Queenston Dr,Pittsburgh,PA,15235,"$64,900.00 ","1,100",2,2,1950,1,0,1,1,0,67,$59.00 ,4.2,House,$50k-$100k,cluster4,Two
234 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1907,0,1,1,1,0,,,3.5,Lot/Land,$50k-$100k,cluster1,Three
232 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1949,1,1,0,0,1,,,4.2,Lot/Land,$50k-$100k,cluster2,Three
228 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1984,1,1,0,1,0,,,4.1,Lot/Land,$50k-$100k,cluster1,Four
224 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1921,0,1,1,1,0,,,0.6,Lot/Land,$50k-$100k,cluster1,Three
235 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,2004,0,1,1,1,0,,,3.7,Lot/Land,$50k-$100k,cluster1,Three
229 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1941,0,0,0,0,0,,,4.6,Lot/Land,$50k-$100k,cluster3,One
237 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1910,0,0,0,1,1,,,2,Lot/Land,$50k-$100k,cluster6,Three
233 Winchester Dr,Plum Borough,PA,15239,"$64,900.00 ",,,,1915,0,0,0,1,0,,,4.3,Lot/Land,$50k-$100k,cluster1,Three
234 Rolling Hill Ct,Plum Boro,PA,15239,"$64,900.00 ",,0,,1900,0,1,1,1,1,,,4.8,Lot/Land,$50k-$100k,cluster6,Three
229 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1904,0,1,0,1,1,,,3.9,Lot/Land,$50k-$100k,cluster1,Four
237 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1993,1,1,0,1,0,,,3.3,Lot/Land,$50k-$100k,cluster1,Four
233 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1976,0,1,0,0,1,,,3.7,Lot/Land,$50k-$100k,cluster2,Four
232 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1997,0,0,1,1,0,,,3.1,Lot/Land,$50k-$100k,cluster4,Two
234 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1948,1,1,0,1,1,,,2.1,Lot/Land,$50k-$100k,cluster2,Three
228 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1922,0,1,1,0,0,,,3.8,Lot/Land,$50k-$100k,cluster3,One
235 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1931,1,0,0,1,0,,,3.7,Lot/Land,$50k-$100k,cluster4,Two
224 Winchester Dr,Plum Boro,PA,15239,"$64,900.00 ",,,,1995,1,1,1,1,0,,,3.2,Lot/Land,$50k-$100k,cluster4,Three
1424 Beckham St,Pittsburgh,PA,15212,"$64,500.00 ",,3,1,2008,1,0,1,0,0,9,,3.3,House,$50k-$100k,cluster4,Two
836 Homewood Dr,Pittsburgh,PA,15235,"$64,500.00 ","1,200",2,2,1998,1,1,0,1,0,19,$53.75 ,4.9,House,$50k-$100k,cluster1,Four
126 Hazel Rd,Pittsburgh,PA,15235,"$64,500.00 ",,2,1,1955,0,0,1,0,0,62,,4.4,House,$50k-$100k,cluster3,One
305 Howard St,East Pittsburgh,PA,15112,"$64,000.00 ","1,975",4,2,1922,1,1,1,0,0,95,$32.41 ,2.3,Auction,$50k-$100k,cluster5,Five
57 Frazier Ave,Mc Kees Rocks,PA,15136,"$64,000.00 ",,3,1,1953,1,0,0,1,0,64,,1,House,$50k-$100k,cluster4,Two
Iowa Ave,West Mifflin,PA,15122,"$64,000.00 ","1,674",4,1,1969,0,0,1,1,1,48,$38.23 ,4.9,Auction,$50k-$100k,cluster5,Five
Irene St,West Mifflin,PA,15122,"$64,000.00 ",928,3,1,1901,0,1,0,0,1,116,$68.97 ,0.6,Auction,$50k-$100k,cluster5,Five
Maple Ave,Turtle Creek,PA,15145,"$64,000.00 ","1,551",4,3,1991,1,0,1,0,0,26,$41.26 ,3.3,Auction,$50k-$100k,cluster5,Five
James St,Turtle Creek,PA,15145,"$64,000.00 ","1,456",2,2,2001,0,0,1,0,0,16,$43.96 ,3.2,Auction,$50k-$100k,cluster5,Five
1817 Lynn Ave,Turtle Creek,PA,15145,"$64,000.00 ",962,3,2,1917,1,1,1,0,0,100,$66.53 ,4.6,Foreclosure,$50k-$100k,cluster5,Five
7935 Tacoma St,Pittsburgh,PA,15208,"$64,000.00 ","2,090",6,2,1970,1,1,1,0,1,47,$30.62 ,4.2,Foreclosure,$50k-$100k,cluster2,Three
1309 Ingham St,Pittsburgh,PA,15212,"$64,000.00 ","1,360",3,1,1957,1,1,1,0,0,60,$47.06 ,4.2,Auction,$50k-$100k,cluster5,Five
S Braddock Ave,Pittsburgh,PA,15218,"$64,000.00 ","1,027",3,1,1988,1,1,1,0,1,29,$62.32 ,0.4,Auction,$50k-$100k,cluster5,Five
924 Berdella St,Pittsburgh,PA,15220,"$64,000.00 ","1,266",3,1,1929,1,1,1,0,0,88,$50.55 ,4.7,Auction,$50k-$100k,cluster5,Five
Ridgewood Ave,Pittsburgh,PA,15229,"$64,000.00 ","1,102",2,1,2001,1,0,1,1,1,16,$58.08 ,3.2,Auction,$50k-$100k,cluster5,Five
N Franklin St,Pittsburgh,PA,15233,"$64,000.00 ","1,816",3,1,1960,1,1,1,0,0,57,$35.24 ,3.1,Auction,$50k-$100k,cluster5,Five
N Joslyn Dr,Pittsburgh,PA,15235,"$64,000.00 ","1,163",3,2,1998,1,1,0,0,1,19,$55.03 ,3.4,Auction,$50k-$100k,cluster5,Five
Nelbon Ave,Pittsburgh,PA,15235,"$64,000.00 ","1,163",3,2,1971,1,0,0,1,1,46,$55.03 ,3.8,Auction,$50k-$100k,cluster5,Five
1621 Antrim St,Pittsburgh,PA,15212,"$63,900.00 ",,4,2,1906,1,0,0,0,1,111,,0.8,House,$50k-$100k,cluster2,Four
1887 Beulah Rd,Pittsburgh,PA,15235,"$63,900.00 ",677,2,1,1949,0,0,1,1,1,68,$94.39 ,4,House,$50k-$100k,cluster6,Three
417 Hawkins Ave,Braddock,PA,15104,"$63,000.00 ","1,992",4,2,1991,0,0,0,0,1,26,$31.63 ,2,Foreclosure,$50k-$100k,cluster3,One
524 W End Ave,Coraopolis,PA,15108,"$63,000.00 ","1,100",3,1,1984,1,1,1,1,1,33,$57.27 ,4.5,House,$50k-$100k,cluster6,Three
Lea St,Munhall,PA,15120,"$63,000.00 ","1,424",2,1,1975,1,1,1,1,1,42,$44.24 ,3.7,Auction,$50k-$100k,cluster5,Five
1608 Homestead Duquesne Rd # R,West Mifflin,PA,15122,"$63,000.00 ",936,3,2,1943,0,1,1,0,1,74,$67.31 ,1,Auction,$50k-$100k,cluster2,Four
2311 Woodstock Ave,Pittsburgh,PA,15218,"$63,000.00 ","1,612",3,1,2005,0,1,1,1,0,12,$39.08 ,3.3,Foreclosure,$50k-$100k,cluster1,Three
Schoyer Ave,Pittsburgh,PA,15218,"$63,000.00 ","1,152",3,1,1913,1,0,1,0,1,104,$54.69 ,2.8,Auction,$50k-$100k,cluster5,Four
Township Rd,Pittsburgh,PA,15229,"$63,000.00 ",768,1,1,1958,0,1,1,0,0,59,$82.03 ,3.9,Auction,$50k-$100k,cluster5,Five
Erhardt Dr,Pittsburgh,PA,15235,"$63,000.00 ",936,3,1,1920,0,0,1,1,0,97,$67.31 ,4.5,Auction,$50k-$100k,cluster5,Five
Penny Dr,Pittsburgh,PA,15235,"$63,000.00 ","1,163",3,1,1973,0,0,1,0,1,44,$54.17 ,2.7,Auction,$50k-$100k,cluster5,Five
924 Berdella,West End,PA,15220,"$62,928.00 ",,3,,1946,0,0,0,0,0,,,4.4,House,$50k-$100k,cluster3,One
5096 Sanlin Dr,Coraopolis,PA,15108,"$62,900.00 ",,2,1,1936,1,0,1,1,1,81,,4.8,Condo,$50k-$100k,cluster6,Three
602 4Th St,N Versailles,PA,15137,"$62,900.00 ",,3,2,1960,1,0,1,0,0,57,,4.4,House,$50k-$100k,cluster4,Two
408 Albert St,Turtle Creek,PA,15145,"$62,900.00 ",,3,1,1966,0,1,1,1,0,51,,3.2,House,$50k-$100k,cluster1,Three
943 Jefferson Heights Rd,Pittsburgh,PA,15235,"$62,900.00 ",,3,1,1955,1,1,1,1,1,62,,4.2,House,$50k-$100k,cluster6,Three
2911 Boyd St,Mckeesport,PA,15132,"$62,500.00 ",,3,2,1951,1,0,0,0,0,66,,3.7,House,$50k-$100k,cluster3,One
1732 Concordia St,Pittsburgh,PA,15210,"$62,500.00 ","1,165",3,1,1923,0,1,0,1,0,94,$53.65 ,0.3,House,$50k-$100k,cluster1,Four
4219 Greensburg Pike,Pittsburgh,PA,15221,"$62,500.00 ","1,056",2,1,1928,1,1,1,0,0,89,$59.19 ,1,House,$50k-$100k,cluster2,Three
124 Rosewood Dr,Pittsburgh,PA,15235,"$62,500.00 ",,2,1,1905,1,0,0,0,0,112,,4.8,House,$50k-$100k,cluster3,One
9Th St,Mc Kees Rocks,PA,15136,"$62,000.00 ","2,058",3,2,1924,1,0,0,0,0,93,$30.13 ,4.4,Auction,$50k-$100k,cluster5,Five
38 Somerset St,Pittsburgh,PA,15210,"$62,000.00 ",,2,1,1926,0,1,0,1,0,91,,3.9,Foreclosure,$50k-$100k,cluster1,Three
Arlington Ave,Pittsburgh,PA,15210,"$62,000.00 ","2,102",3,2,1995,0,1,1,1,0,22,$29.50 ,1.3,Auction,$50k-$100k,cluster5,Five
E Warrington Ave,Pittsburgh,PA,15210,"$62,000.00 ","1,637",3,1,1943,1,0,0,0,0,74,$37.87 ,3.4,Auction,$50k-$100k,cluster5,Five
1420 Casement St,Pittsburgh,PA,15212,"$62,000.00 ",,4,1,1921,0,0,0,1,1,96,,4.8,House,$50k-$100k,cluster6,Three
3239 Bainton St,Pittsburgh,PA,15212,"$62,000.00 ","1,584",3,1,1900,0,0,1,0,0,117,$39.14 ,4,Auction,$50k-$100k,cluster3,One
Denniston Ave,Pittsburgh,PA,15218,"$62,000.00 ","1,593",3,1,2010,1,0,1,0,0,7,$38.92 ,2.7,Auction,$50k-$100k,cluster5,Five
Brinton Rd,Pittsburgh,PA,15221,"$62,000.00 ","1,200",3,1,1955,1,1,0,1,0,62,$51.67 ,3.4,Auction,$50k-$100k,cluster5,Five
5106 Grand Ave,Pittsburgh,PA,15225,"$62,000.00 ",,2,1,1960,1,0,0,1,0,57,,0.1,House,$50k-$100k,cluster4,Three
Anthon Dr,Pittsburgh,PA,15235,"$62,000.00 ","1,163",3,2,2000,1,1,1,1,1,17,$53.31 ,2.1,Auction,$50k-$100k,cluster5,Four
Northern Pike,Pittsburgh,PA,15235,"$62,000.00 ","1,176",3,1,1912,1,0,0,0,0,105,$52.72 ,3.1,Auction,$50k-$100k,cluster5,Five
1010 Jacob St,North Versailles,PA,15137,"$61,900.00 ",,2,1,1955,1,0,0,0,0,62,,4.2,House,$50k-$100k,cluster3,One
Cara Lin Dr # 9,Forest Hills Borough,PA,15221,"$61,200.00 ",,0,,1982,0,0,0,0,0,,,4.1,House,$50k-$100k,cluster3,One
Cara Lin Dr # 9,Forest Hills Boro,PA,15221,"$61,200.00 ",,,,1949,1,1,1,1,0,,,4.9,Lot/Land,$50k-$100k,cluster4,Two
Franklin St,East Pittsburgh,PA,15112,"$61,000.00 ","2,050",3,1,1909,1,1,1,0,0,108,$29.76 ,2.9,Auction,$50k-$100k,cluster5,Five
128 Powell St,East Pittsburgh,PA,15112,"$61,000.00 ",853,2,1,1946,1,0,1,0,0,71,$71.51 ,2.6,Foreclosure,$50k-$100k,cluster4,Two
W Larkspur St,Homestead,PA,15120,"$61,000.00 ","1,234",3,2,1955,1,1,0,0,1,62,$49.43 ,2,Auction,$50k-$100k,cluster5,Five
Magnolia St,West Homestead,PA,15120,"$61,000.00 ","1,387",2,1,2009,1,1,0,1,1,8,$43.98 ,4,Auction,$50k-$100k,cluster5,Five
Edward St,Mc Kees Rocks,PA,15136,"$61,000.00 ","1,183",2,1,1959,0,0,1,0,0,58,$51.56 ,3.2,Auction,$50k-$100k,cluster5,Five
4Th Ave,West Mifflin,PA,15122,"$61,000.00 ","1,368",2,2,1990,0,1,0,0,0,27,$44.59 ,3.4,Auction,$50k-$100k,cluster5,Five
Lot 1 Willow,Monroeville,PA,15146,"$61,000.00 ",,,,1996,0,1,0,1,1,21,,3.2,Lot/Land,$50k-$100k,cluster1,Four
Western Ave,Wilmerding,PA,15148,"$61,000.00 ","1,748",3,1,1979,0,1,0,0,1,38,$34.90 ,2.8,Auction,$50k-$100k,cluster5,Five
211 Giffin Ave,Pittsburgh,PA,15210,"$61,000.00 ","1,861",4,1,1909,0,1,0,0,1,108,$32.78 ,3.2,Auction,$50k-$100k,cluster2,Three
Sylvania Ave,Pittsburgh,PA,15210,"$61,000.00 ","1,888",3,1,1933,0,1,1,1,1,84,$32.31 ,4.9,Auction,$50k-$100k,cluster5,Five
S Braddock Ave,Pittsburgh,PA,15218,"$61,000.00 ","1,232",3,1,1954,0,0,0,1,1,63,$49.51 ,3.7,Auction,$50k-$100k,cluster5,Four
Alpine Blvd,Pittsburgh,PA,15221,"$61,000.00 ",945,1,1,1919,1,0,0,0,0,98,$64.55 ,3.4,Auction,$50k-$100k,cluster5,Four
2066 Chalfant St,Pittsburgh,PA,15221,"$61,000.00 ",,3,2,1904,1,1,1,0,1,113,,3.9,House,$50k-$100k,cluster2,Three
3046 Hazelhurst Ave,Pittsburgh,PA,15227,"$61,000.00 ","1,344",3,1,1978,1,1,0,1,1,39,$45.39 ,2.3,Auction,$50k-$100k,cluster2,Four
911 Main St,Sharpsburg,PA,15215,"$60,888.00 ",,0,,1953,1,1,0,0,0,,,4.3,Apartment,$50k-$100k,cluster2,Three
Lillie Ave,Braddock,PA,15104,"$60,000.00 ","2,048",4,2,1991,0,0,1,1,0,26,$29.30 ,0.8,Auction,$50k-$100k,cluster5,Five
Comrie Ave,Braddock,PA,15104,"$60,000.00 ","2,100",3,1,1984,1,0,0,0,1,33,$28.57 ,3.1,Auction,$50k-$100k,cluster5,Five
209 3Rd Ave,Braddock,PA,15104,"$60,000.00 ",,0,,1944,1,1,1,1,1,73,,4.7,Apartment,$50k-$100k,cluster6,Three
